Quantity,Category,Discount,Region,Segment,Ship Mode,State,Sub-Category,Sales
3,Furniture,0.0,East,Home Office,Standard Class,Massachusetts,Chairs,542.94
6,Technology,0.2,West,Home Office,First Class,California,Copiers,2879.952
3,Office Supplies,0.2,West,Home Office,First Class,California,Binders,90.48
5,Office Supplies,0.0,East,Corporate,Second Class,Delaware,Storage,77.55
3,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Supplies,8.832
4,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Paper,177.536
2,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Storage,258.48
3,Furniture,0.2,South,Consumer,Standard Class,Tennessee,Furnishings,14.136
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Storage,77.55
2,Office Supplies,0.0,East,Corporate,Standard Class,New York,Storage,24.88
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Art,140.75
3,Office Supplies,0.0,East,Corporate,Standard Class,New York,Storage,36.63
2,Furniture,0.0,Central,Consumer,Same Day,Michigan,Furnishings,17.14
5,Office Supplies,0.0,West,Consumer,Second Class,California,Labels,51.75
3,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,123.96
6,Furniture,0.15,West,Corporate,Standard Class,California,Bookcases,586.398
1,Office Supplies,0.0,West,Corporate,Standard Class,California,Storage,80.98
3,Office Supplies,0.0,West,Corporate,Standard Class,California,Storage,242.94
4,Office Supplies,0.0,West,Consumer,First Class,California,Art,123.92
3,Office Supplies,0.0,West,Consumer,First Class,California,Art,12.39
2,Office Supplies,0.0,West,Consumer,First Class,California,Art,47.3
8,Technology,0.0,South,Consumer,Standard Class,Virginia,Copiers,1599.92
1,Office Supplies,0.0,South,Consumer,Standard Class,Virginia,Envelopes,11.09
4,Office Supplies,0.7,West,Consumer,Second Class,Colorado,Binders,3.168
4,Furniture,0.2,West,Consumer,Second Class,Colorado,Chairs,579.136
2,Office Supplies,0.2,West,Consumer,Standard Class,Washington,Binders,6.368
2,Technology,0.2,West,Consumer,Standard Class,Washington,Machines,558.4
2,Furniture,0.1,East,Home Office,Standard Class,New York,Chairs,145.764
3,Furniture,0.1,East,Home Office,Standard Class,New York,Chairs,434.646
9,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,440.19
5,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Supplies,64.4
5,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,244.55
4,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,195.76
5,Office Supplies,0.0,East,Home Office,Standard Class,New Jersey,Storage,166.45
1,Office Supplies,0.0,West,Consumer,Second Class,California,Fasteners,2.88
2,Office Supplies,0.2,Central,Corporate,Standard Class,Illinois,Storage,45.248
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Art,59.904
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Appliances,23.696
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Paper,7.968
7,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Appliances,18.2
3,Technology,0.2,East,Consumer,Standard Class,Pennsylvania,Accessories,27.552
6,Furniture,0.3,East,Consumer,Standard Class,Pennsylvania,Chairs,844.116
3,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Storage,76.752
1,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Labels,3.0
9,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,7.506
2,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Labels,16.56
4,Furniture,0.0,West,Corporate,Standard Class,Washington,Furnishings,79.92
2,Technology,0.0,West,Corporate,Standard Class,Washington,Accessories,69.98
10,Office Supplies,0.8,Central,Corporate,Standard Class,Texas,Binders,11.06
7,Furniture,0.32,Central,Corporate,Standard Class,Texas,Bookcases,623.4648
5,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Storage,772.68
4,Office Supplies,0.1,Central,Consumer,Standard Class,Michigan,Appliances,283.14
4,Technology,0.0,Central,Consumer,Standard Class,Michigan,Phones,635.96
1,Technology,0.0,Central,Consumer,Standard Class,Michigan,Phones,118.99
3,Furniture,0.0,Central,Consumer,Standard Class,Michigan,Furnishings,272.94
2,Furniture,0.2,East,Consumer,Second Class,Pennsylvania,Furnishings,15.008
4,Office Supplies,0.2,West,Consumer,Standard Class,Utah,Binders,33.088
1,Office Supplies,0.0,West,Consumer,Standard Class,Utah,Storage,80.98
12,Technology,0.0,West,Consumer,Standard Class,Utah,Accessories,82.8
2,Office Supplies,0.0,West,Consumer,Standard Class,Utah,Storage,21.36
2,Office Supplies,0.2,West,Consumer,Standard Class,Utah,Binders,62.048
9,Office Supplies,0.0,East,Consumer,Second Class,New York,Fasteners,29.61
9,Technology,0.2,South,Consumer,Same Day,North Carolina,Phones,863.928
4,Furniture,0.4,East,Corporate,Standard Class,Pennsylvania,Tables,241.92
4,Furniture,0.5,East,Corporate,Standard Class,Pennsylvania,Bookcases,163.88
2,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,3.486
7,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Fasteners,10.584
9,Technology,0.0,Central,Consumer,Standard Class,Indiana,Phones,440.91
2,Furniture,0.2,West,Consumer,First Class,Arizona,Furnishings,51.968
3,Technology,0.2,West,Consumer,First Class,Arizona,Accessories,71.976
3,Furniture,0.2,West,Consumer,First Class,Arizona,Chairs,242.352
5,Office Supplies,0.2,West,Consumer,First Class,Arizona,Paper,221.92
2,Office Supplies,0.2,West,Consumer,First Class,Arizona,Paper,8.448
4,Office Supplies,0.0,Central,Consumer,Same Day,Michigan,Binders,29.52
3,Furniture,0.0,Central,Consumer,Same Day,Michigan,Chairs,302.94
2,Furniture,0.0,Central,Consumer,Same Day,Michigan,Chairs,142.36
9,Furniture,0.0,Central,Consumer,Same Day,Michigan,Chairs,546.66
3,Furniture,0.0,Central,Consumer,Same Day,Michigan,Furnishings,212.13
2,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Art,5.248
2,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Storage,74.416
2,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Paper,6.848
1,Furniture,0.6,Central,Home Office,Standard Class,Texas,Furnishings,7.996
2,Office Supplies,0.8,Central,Corporate,Standard Class,Texas,Appliances,8.712
7,Office Supplies,0.0,East,Consumer,First Class,Connecticut,Supplies,65.17
2,Office Supplies,0.0,East,Consumer,First Class,Connecticut,Labels,14.62
4,Furniture,0.0,East,Consumer,First Class,Connecticut,Furnishings,173.24
5,Office Supplies,0.2,West,Consumer,First Class,California,Binders,895.92
3,Office Supplies,0.0,West,Consumer,First Class,California,Storage,130.71
2,Office Supplies,0.0,West,Consumer,First Class,California,Art,11.68
3,Technology,0.0,West,Consumer,First Class,California,Accessories,62.31
1,Office Supplies,0.7,East,Consumer,Same Day,Pennsylvania,Binders,0.852
7,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Paper,36.288
2,Furniture,0.6,Central,Consumer,Standard Class,Texas,Furnishings,56.568
2,Technology,0.2,West,Consumer,First Class,Oregon,Phones,344.704
2,Technology,0.2,West,Consumer,Standard Class,Colorado,Phones,201.584
2,Furniture,0.0,West,Home Office,Second Class,Washington,Tables,521.96
3,Office Supplies,0.0,East,Consumer,Standard Class,Maryland,Art,8.22
7,Office Supplies,0.0,West,Corporate,First Class,California,Paper,45.36
2,Office Supplies,0.0,West,Home Office,Second Class,California,Paper,61.96
3,Furniture,0.5,Central,Consumer,Second Class,Illinois,Tables,268.935
1,Office Supplies,0.0,West,Home Office,Standard Class,Washington,Art,7.58
3,Office Supplies,0.0,South,Consumer,Same Day,Georgia,Labels,14.73
2,Office Supplies,0.7,South,Home Office,Standard Class,Florida,Binders,9.888
3,Office Supplies,0.2,South,Home Office,Standard Class,Florida,Appliances,671.544
4,Office Supplies,0.0,East,Home Office,Second Class,New York,Storage,1117.92
3,Furniture,0.2,East,Home Office,Second Class,New York,Bookcases,275.952
7,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,123.144
3,Technology,0.2,Central,Consumer,Second Class,Texas,Accessories,15.576
6,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,212.64
3,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,9.87
3,Technology,0.0,West,Consumer,Second Class,California,Accessories,53.25
3,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,19.92
3,Furniture,0.1,East,Corporate,Standard Class,New York,Chairs,658.746
2,Office Supplies,0.0,East,Home Office,Standard Class,Maine,Binders,8.26
2,Office Supplies,0.0,East,Home Office,Standard Class,Maine,Binders,29.84
2,Technology,0.0,East,Home Office,Standard Class,Maine,Accessories,67.98
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Labels,61.06
1,Furniture,0.2,West,Consumer,Standard Class,California,Tables,35.544
2,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Labels,9.96
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Art,9.21
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Supplies,27.93
2,Office Supplies,0.0,Central,Consumer,Same Day,Minnesota,Fasteners,7.9
4,Office Supplies,0.0,Central,Consumer,Same Day,Minnesota,Storage,221.16
2,Office Supplies,0.0,Central,Consumer,Same Day,Minnesota,Binders,127.96
3,Office Supplies,0.0,Central,Consumer,Same Day,Minnesota,Binders,18.69
3,Office Supplies,0.0,West,Corporate,Same Day,California,Supplies,25.35
3,Furniture,0.0,West,Corporate,Same Day,California,Furnishings,35.28
5,Office Supplies,0.0,West,Corporate,First Class,Washington,Paper,33.4
3,Technology,0.2,West,Corporate,First Class,Washington,Machines,837.6
3,Technology,0.2,South,Consumer,Standard Class,Tennessee,Phones,40.68
2,Furniture,0.2,South,Consumer,Standard Class,Tennessee,Chairs,209.568
4,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,22.368
2,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,3.882
3,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Paper,115.296
2,Office Supplies,0.7,East,Consumer,Standard Class,Pennsylvania,Binders,1.908
7,Office Supplies,0.8,Central,Home Office,Standard Class,Illinois,Binders,43.372
4,Technology,0.0,East,Consumer,Standard Class,New York,Phones,783.96
2,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,48.896
2,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Labels,5.904
2,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Supplies,13.712
4,Office Supplies,0.0,West,Consumer,First Class,California,Art,27.76
1,Office Supplies,0.0,East,Home Office,Standard Class,New York,Art,25.99
5,Technology,0.2,Central,Corporate,First Class,Texas,Accessories,113.52
3,Technology,0.2,Central,Corporate,First Class,Texas,Phones,359.88
4,Office Supplies,0.2,South,Consumer,Same Day,North Carolina,Paper,25.344
3,Office Supplies,0.2,West,Home Office,Second Class,California,Binders,11.952
3,Office Supplies,0.0,West,Home Office,Second Class,California,Supplies,6.24
8,Technology,0.2,West,Consumer,Second Class,Arizona,Phones,742.336
1,Furniture,0.6,Central,Consumer,Standard Class,Illinois,Furnishings,6.464
5,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Labels,11.52
2,Technology,0.2,Central,Consumer,Standard Class,Illinois,Phones,222.384
4,Office Supplies,0.0,West,Home Office,Standard Class,California,Art,23.36
3,Office Supplies,0.0,East,Corporate,Second Class,New York,Labels,8.67
3,Office Supplies,0.0,East,Corporate,Second Class,New York,Supplies,25.71
7,Office Supplies,0.0,East,Consumer,Standard Class,Delaware,Appliances,100.94
1,Furniture,0.1,East,Consumer,First Class,New York,Chairs,63.882
4,Furniture,0.3,Central,Consumer,Standard Class,Texas,Chairs,683.144
3,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Binders,1.476
7,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Supplies,40.712
5,Office Supplies,0.0,Central,Consumer,Standard Class,Kansas,Paper,279.9
5,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Art,13.12
4,Furniture,0.7,West,Consumer,Standard Class,Colorado,Bookcases,69.576
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Art,4.224
4,Technology,0.2,West,Consumer,Standard Class,Colorado,Accessories,58.08
9,Furniture,0.2,West,Consumer,Standard Class,Colorado,Furnishings,52.416
5,Furniture,0.2,West,Consumer,Standard Class,Colorado,Furnishings,54.92
5,Furniture,0.5,West,Consumer,Standard Class,Colorado,Tables,364.95
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Paper,85.056
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Paper,27.696
4,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,24.96
1,Furniture,0.0,West,Corporate,Standard Class,California,Furnishings,43.13
3,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Binders,5.64
3,Office Supplies,0.7,South,Corporate,Standard Class,Florida,Binders,57.582
6,Office Supplies,0.2,South,Corporate,Standard Class,Florida,Paper,31.104
3,Furniture,0.2,South,Corporate,Standard Class,Florida,Furnishings,30.192
5,Technology,0.2,South,Corporate,Standard Class,Florida,Phones,43.6
2,Office Supplies,0.2,South,Corporate,Standard Class,Florida,Art,4.768
2,Office Supplies,0.7,South,Corporate,Standard Class,Florida,Binders,10.38
8,Office Supplies,0.7,South,Corporate,Standard Class,Florida,Binders,13.392
1,Technology,0.4,East,Consumer,Second Class,Pennsylvania,Phones,39.594
9,Furniture,0.2,East,Consumer,Second Class,Pennsylvania,Furnishings,91.008
2,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,37.94
10,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,42.8
3,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,33.63
3,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Envelopes,62.808
4,Office Supplies,0.0,Central,Consumer,First Class,Wisconsin,Paper,195.64
2,Technology,0.0,Central,Consumer,First Class,Wisconsin,Phones,239.9
3,Furniture,0.3,East,Consumer,Second Class,Pennsylvania,Chairs,380.058
4,Technology,0.4,East,Consumer,Second Class,Pennsylvania,Copiers,1199.976
3,Furniture,0.2,East,Consumer,Second Class,Pennsylvania,Furnishings,48.576
3,Office Supplies,0.0,West,Consumer,First Class,California,Paper,17.94
3,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Paper,18.264
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Appliances,34.656
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Appliances,81.552
4,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Storage,227.136
2,Office Supplies,0.0,East,Consumer,Standard Class,Connecticut,Binders,10.36
8,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Appliances,463.248
6,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,383.952
6,Office Supplies,0.7,West,Home Office,Same Day,Arizona,Binders,44.856
7,Technology,0.7,East,Consumer,Standard Class,Ohio,Machines,30.345
3,Furniture,0.3,East,Consumer,Standard Class,Ohio,Chairs,127.554
3,Furniture,0.2,East,Consumer,Standard Class,Ohio,Furnishings,77.952
4,Office Supplies,0.2,West,Corporate,First Class,California,Binders,14.016
2,Office Supplies,0.0,South,Corporate,Standard Class,Kentucky,Storage,69.52
3,Office Supplies,0.0,South,Corporate,Standard Class,Kentucky,Art,5.64
3,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,13.776
6,Office Supplies,0.0,Central,Consumer,Standard Class,Wisconsin,Appliances,245.88
3,Office Supplies,0.0,Central,Consumer,Standard Class,Wisconsin,Storage,36.63
2,Office Supplies,0.0,Central,Consumer,Standard Class,Wisconsin,Storage,22.58
3,Office Supplies,0.0,Central,Consumer,Standard Class,Wisconsin,Binders,12.39
5,Office Supplies,0.2,West,Home Office,Standard Class,California,Binders,39.92
2,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,61.96
4,Office Supplies,0.2,West,Home Office,Standard Class,California,Binders,19.936
2,Office Supplies,0.7,East,Consumer,First Class,Ohio,Binders,3.798
6,Office Supplies,0.2,East,Consumer,First Class,Ohio,Paper,27.744
4,Technology,0.4,East,Consumer,First Class,Ohio,Phones,158.376
2,Furniture,0.0,South,Home Office,Standard Class,Kentucky,Furnishings,27.58
3,Office Supplies,0.7,East,Consumer,Standard Class,Ohio,Binders,5.553
5,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Storage,243.92
4,Office Supplies,0.0,East,Consumer,First Class,New Jersey,Fasteners,14.96
2,Office Supplies,0.2,West,Corporate,First Class,California,Binders,7.184
3,Office Supplies,0.2,East,Consumer,Second Class,New York,Binders,10.512
5,Technology,0.2,West,Corporate,Second Class,Oregon,Phones,263.96
11,Office Supplies,0.2,West,Corporate,Second Class,Oregon,Art,71.632
1,Office Supplies,0.2,West,Corporate,Second Class,Oregon,Art,9.328
2,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Art,5.88
5,Furniture,0.2,West,Consumer,Standard Class,Washington,Chairs,975.92
8,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Art,303.84
6,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Storage,485.88
3,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,12.54
3,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,8.94
3,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,9.24
3,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,70.008
4,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,77.6
9,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,464.85
7,Office Supplies,0.2,Central,Corporate,Standard Class,Illinois,Art,10.192
2,Office Supplies,0.0,East,Corporate,Standard Class,New Jersey,Binders,1793.98
6,Technology,0.2,Central,Home Office,Second Class,Texas,Phones,758.352
1,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,20.368
3,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,49.848
3,Technology,0.0,East,Consumer,Standard Class,New York,Phones,239.97
6,Furniture,0.2,West,Consumer,Standard Class,Washington,Chairs,2404.704
11,Office Supplies,0.2,West,Consumer,Standard Class,Washington,Binders,563.024
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Storage,344.91
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Labels,8.64
2,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,89.988
7,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Paper,229.544
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Fasteners,1.824
5,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Appliances,18.32
3,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Storage,48.816
1,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Binders,1.188
5,Technology,0.2,East,Corporate,Standard Class,Ohio,Accessories,119.8
2,Office Supplies,0.2,South,Home Office,Standard Class,North Carolina,Storage,61.568
3,Office Supplies,0.2,South,Home Office,Standard Class,North Carolina,Art,6.192
3,Office Supplies,0.7,South,Consumer,First Class,Florida,Binders,2.214
2,Office Supplies,0.0,South,Corporate,Second Class,Kentucky,Envelopes,5.32
4,Furniture,0.0,South,Corporate,Second Class,Kentucky,Chairs,975.92
9,Technology,0.0,South,Corporate,Second Class,Kentucky,Accessories,2249.91
4,Office Supplies,0.0,South,Corporate,Second Class,Kentucky,Storage,59.92
5,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,171.2
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,3.36
5,Office Supplies,0.0,Central,Corporate,Standard Class,Michigan,Paper,114.2
3,Furniture,0.0,South,Corporate,Second Class,Georgia,Chairs,182.67
6,Technology,0.0,South,Corporate,Second Class,Georgia,Accessories,101.7
3,Office Supplies,0.0,South,Corporate,Second Class,Georgia,Storage,1126.02
6,Office Supplies,0.0,South,Corporate,Second Class,Georgia,Storage,1263.3
3,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Art,8.82
2,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,37.94
2,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Art,4.2
2,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Storage,227.28
1,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,47.9
2,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Envelopes,61.96
4,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Storage,1117.92
2,Furniture,0.3,East,Consumer,First Class,Ohio,Chairs,183.372
2,Office Supplies,0.2,East,Consumer,First Class,Ohio,Paper,7.968
8,Office Supplies,0.7,West,Consumer,Standard Class,Oregon,Binders,26.352
4,Office Supplies,0.0,West,Corporate,Standard Class,California,Storage,481.32
1,Office Supplies,0.0,West,Corporate,Standard Class,California,Supplies,13.98
6,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,25.92
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Labels,91.59
3,Furniture,0.3,Central,Corporate,Second Class,Texas,Chairs,674.058
4,Office Supplies,0.0,East,Corporate,Second Class,New Hampshire,Binders,22.92
5,Office Supplies,0.0,East,Corporate,Second Class,New Hampshire,Storage,269.9
8,Office Supplies,0.7,East,Consumer,Second Class,Ohio,Binders,11.808
2,Technology,0.4,East,Consumer,Second Class,Ohio,Phones,9.588
3,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Envelopes,18.336
7,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Paper,36.288
2,Technology,0.2,South,Consumer,Standard Class,Tennessee,Phones,111.984
5,Office Supplies,0.7,South,Consumer,Standard Class,Tennessee,Binders,5.97
2,Office Supplies,0.7,South,Consumer,Standard Class,Tennessee,Binders,2.508
2,Office Supplies,0.0,West,Consumer,Second Class,Washington,Art,35.96
3,Office Supplies,0.2,West,Consumer,Second Class,Washington,Binders,14.952
7,Office Supplies,0.2,Central,Consumer,Second Class,Texas,Art,67.144
3,Furniture,0.3,Central,Consumer,Second Class,Texas,Chairs,254.058
3,Furniture,0.0,East,Corporate,Standard Class,Maryland,Bookcases,173.94
2,Technology,0.0,East,Corporate,Standard Class,Maryland,Phones,231.98
2,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Binders,2.296
2,Office Supplies,0.0,South,Home Office,Second Class,Alabama,Paper,96.08
2,Office Supplies,0.0,South,Home Office,Second Class,Alabama,Fasteners,3.62
6,Office Supplies,0.0,South,Home Office,Second Class,Alabama,Paper,629.1
2,Technology,0.0,South,Home Office,Second Class,Alabama,Phones,90.48
2,Office Supplies,0.0,East,Corporate,First Class,Massachusetts,Art,14.88
1,Furniture,0.5,Central,Consumer,Standard Class,Illinois,Tables,91.275
3,Office Supplies,0.0,East,Home Office,Standard Class,Connecticut,Paper,19.44
3,Furniture,0.0,East,Home Office,Standard Class,Connecticut,Chairs,897.15
5,Office Supplies,0.0,East,Consumer,First Class,New York,Art,57.75
3,Office Supplies,0.0,East,Consumer,First Class,New York,Paper,14.94
2,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Art,23.1
1,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Envelopes,12.536
2,Office Supplies,0.7,West,Consumer,Standard Class,Colorado,Binders,1.08
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Fasteners,4.512
3,Technology,0.2,West,Corporate,Standard Class,Utah,Phones,16.776
7,Office Supplies,0.0,South,Home Office,Standard Class,Alabama,Binders,33.74
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,1325.85
3,Furniture,0.15,West,Consumer,Standard Class,California,Bookcases,333.999
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,19.9
9,Furniture,0.0,East,Consumer,Standard Class,Delaware,Chairs,1268.82
4,Furniture,0.0,East,Consumer,Standard Class,Delaware,Bookcases,283.92
2,Office Supplies,0.0,East,Consumer,Standard Class,Delaware,Art,5.68
1,Office Supplies,0.0,Central,Consumer,Standard Class,Indiana,Storage,375.34
2,Office Supplies,0.0,West,Consumer,First Class,California,Paper,96.08
2,Office Supplies,0.2,West,Consumer,First Class,California,Binders,11.68
2,Office Supplies,0.0,West,Consumer,First Class,California,Fasteners,4.36
4,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Labels,29.24
7,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,117.488
3,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,18.84
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Art,12.42
2,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Paper,12.96
1,Office Supplies,0.0,West,Corporate,Second Class,California,Appliances,69.48
2,Technology,0.0,East,Corporate,Standard Class,New York,Phones,85.9
7,Office Supplies,0.0,West,Corporate,Second Class,Nevada,Art,18.06
3,Office Supplies,0.0,West,Corporate,Second Class,Nevada,Paper,79.14
2,Furniture,0.0,West,Corporate,Second Class,Nevada,Furnishings,37.4
2,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Binders,2.512
9,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Fasteners,18.864
1,Technology,0.2,West,Home Office,Standard Class,California,Phones,61.192
1,Office Supplies,0.0,West,Home Office,Standard Class,California,Appliances,67.84
1,Furniture,0.2,West,Consumer,First Class,Washington,Chairs,48.712
3,Office Supplies,0.0,West,Consumer,First Class,Washington,Art,17.94
3,Office Supplies,0.0,West,Consumer,First Class,Washington,Storage,242.94
4,Office Supplies,0.7,South,Consumer,Second Class,Florida,Binders,7.764
4,Technology,0.2,South,Corporate,Second Class,Tennessee,Phones,467.04
3,Technology,0.0,East,Home Office,Second Class,Rhode Island,Phones,128.85
2,Office Supplies,0.0,East,Home Office,Second Class,Rhode Island,Paper,8.4
2,Technology,0.0,East,Home Office,Second Class,Rhode Island,Accessories,199.98
1,Furniture,0.0,East,Home Office,Second Class,Rhode Island,Chairs,110.98
2,Furniture,0.2,South,Corporate,First Class,Florida,Chairs,207.984
2,Office Supplies,0.2,South,Corporate,First Class,Florida,Paper,36.112
2,Furniture,0.2,South,Corporate,First Class,Florida,Furnishings,35.568
2,Office Supplies,0.2,South,Corporate,First Class,Florida,Paper,88.768
2,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,12.9
9,Technology,0.2,South,Corporate,Second Class,Florida,Accessories,717.12
5,Office Supplies,0.2,East,Consumer,First Class,New York,Binders,21.36
2,Office Supplies,0.2,East,Consumer,First Class,New York,Binders,6.688
6,Technology,0.0,East,Consumer,First Class,New York,Phones,773.94
3,Office Supplies,0.2,Central,Corporate,Second Class,Illinois,Supplies,20.568
2,Office Supplies,0.8,Central,Corporate,Second Class,Illinois,Appliances,4.356
4,Technology,0.2,Central,Corporate,Second Class,Illinois,Accessories,19.04
2,Office Supplies,0.0,West,Corporate,Standard Class,California,Labels,5.22
3,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,84.84
5,Office Supplies,0.2,South,Corporate,Standard Class,Tennessee,Fasteners,7.24
5,Office Supplies,0.0,East,Consumer,Same Day,New York,Labels,14.4
3,Office Supplies,0.2,West,Home Office,Standard Class,Colorado,Paper,15.552
6,Furniture,0.2,West,Home Office,Standard Class,Colorado,Chairs,1325.76
2,Office Supplies,0.7,West,Home Office,Standard Class,Colorado,Binders,3.108
3,Office Supplies,0.2,West,Home Office,Standard Class,California,Binders,6.672
4,Technology,0.2,West,Home Office,Standard Class,California,Phones,689.408
5,Office Supplies,0.8,Central,Corporate,Standard Class,Illinois,Binders,1889.99
8,Office Supplies,0.2,South,Corporate,Standard Class,Tennessee,Envelopes,55.936
8,Office Supplies,0.2,South,Corporate,Standard Class,Tennessee,Labels,18.432
